ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
314,20210810,20210822,20210817,23114,SO45403,3578.27
310,20210810,20210822,20210817,11217,SO45404,3578.27
312,20210810,20210822,20210817,23209,SO45405,3578.27
351,20210810,20210822,20210817,25987,SO45406,3374.99
314,20210810,20210822,20210817,29285,SO45407,3578.27
314,20210810,20210822,20210817,29326,SO45408,3578.27
312,20210810,20210822,20210817,19612,SO45409,3578.27
310,20210811,20210823,20210818,14149,SO45410,3578.27
313,20210811,20210823,20210818,28197,SO45411,3578.27
310,20210811,20210823,20210818,23137,SO45412,3578.27
312,20210811,20210823,20210818,11191,SO45413,3578.27
330,20210811,20210823,20210818,18038,SO45414,699.0982
312,20210811,20210823,20210818,28092,SO45415,3578.27
310,20210811,20210823,20210818,28161,SO45416,3578.27
310,20210811,20210823,20210818,28620,SO45417,3578.27
311,20210811,20210823,20210818,19264,SO45418,3578.27
314,20210811,20210823,20210818,19555,SO45419,3578.27
313,20210811,20210823,20210818,19561,SO45420,3578.27
313,20210811,20210823,20210818,19576,SO45421,3578.27
310,20210812,20210824,20210819,28198,SO45422,3578.27
348,20210812,20210824,20210819,19997,SO45423,3374.99
311,20210812,20210824,20210819,28165,SO45424,3578.27
310,20210813,20210825,20210820,15056,SO45425,3578.27
312,20210813,20210825,20210820,14164,SO45426,3578.27
349,20210813,20210825,20210820,29481,SO45427,3374.99
346,20210813,20210825,20210820,11414,SO45428,3399.99
310,20210813,20210825,20210820,28129,SO45429,3578.27
312,20210813,20210825,20210820,28176,SO45430,3578.27
311,20210813,20210825,20210820,28013,SO45431,3578.27
312,20210814,20210826,20210821,14167,SO45432,3578.27
310,20210814,20210826,20210821,12547,SO45433,3578.27
311,20210814,20210826,20210821,11252,SO45434,3578.27
336,20210814,20210826,20210821,20562,SO45435,699.0982
312,20210814,20210826,20210821,28130,SO45436,3578.27
312,20210814,20210826,20210821,28169,SO45437,3578.27
310,20210814,20210826,20210821,29334,SO45438,3578.27
326,20210814,20210826,20210821,25823,SO45439,699.0982
312,20210815,20210827,20210822,14198,SO45440,3578.27
312,20210815,20210827,20210822,11216,SO45441,3578.27
314,20210815,20210827,20210822,29335,SO45442,3578.27
313,20210815,20210827,20210822,29350,SO45443,3578.27
310,20210815,20210827,20210822,19102,SO45444,3578.27
310,20210815,20210827,20210822,19105,SO45445,3578.27
345,20210816,20210828,20210823,25990,SO45446,3399.99
313,20210816,20210828,20210823,19558,SO45447,3578.27
324,20210816,20210828,20210823,25718,SO45448,699.0982
310,20210817,20210829,20210824,14189,SO45449,3578.27
312,20210817,20210829,20210824,28624,SO45450,3578.27
311,20210817,20210829,20210824,29279,SO45451,3578.27
314,20210817,20210829,20210824,19559,SO45452,3578.27
311,20210818,20210830,20210825,12549,SO45453,3578.27
312,20210818,20210830,20210825,23074,SO45454,3578.27
310,20210819,20210831,20210826,14163,SO45455,3578.27
312,20210819,20210831,20210826,23113,SO45456,3578.27
313,20210819,20210831,20210826,27752,SO45457,3578.27
311,20210819,20210831,20210826,19599,SO45458,3578.27
310,20210819,20210831,20210826,19605,SO45459,3578.27
334,20210819,20210831,20210826,25822,SO45460,699.0982
311,20210820,20210901,20210827,28646,SO45461,3578.27
310,20210820,20210901,20210827,28647,SO45462,3578.27
312,20210820,20210901,20210827,11171,SO45463,3578.27
314,20210820,20210901,20210827,19586,SO45464,3578.27
342,20210820,20210901,20210827,25819,SO45465,699.0982
311,20210821,20210902,20210828,19611,SO45466,3578.27
345,20210822,20210903,20210829,11422,SO45467,3399.99
311,20210822,20210903,20210829,23164,SO45468,3578.27
350,20210822,20210903,20210829,19989,SO45469,3374.99
312,20210822,20210903,20210829,28177,SO45470,3578.27
313,20210822,20210903,20210829,29280,SO45471,3578.27
313,20210822,20210903,20210829,19095,SO45472,3578.27
310,20210822,20210903,20210829,19592,SO45473,3578.27
310,20210822,20210903,20210829,19595,SO45474,3578.27
313,20210822,20210903,20210829,19601,SO45475,3578.27
314,20210822,20210903,20210829,19614,SO45476,3578.27
313,20210823,20210904,20210830,14160,SO45477,3578.27
313,20210823,20210904,20210830,29354,SO45478,3578.27
313,20210823,20210904,20210830,19099,SO45479,3578.27
313,20210823,20210904,20210830,19564,SO45480,3578.27
313,20210823,20210904,20210830,19563,SO45481,3578.27
310,20210824,20210905,20210831,12522,SO45482,3578.27
314,20210824,20210905,20210831,14181,SO45483,3578.27
313,20210824,20210905,20210831,23267,SO45484,3578.27
312,20210824,20210905,20210831,11257,SO45485,3578.27
324,20210824,20210905,20210831,14737,SO45486,699.0982
313,20210824,20210905,20210831,19556,SO45487,3578.27
311,20210824,20210905,20210831,19577,SO45488,3578.27
310,20210824,20210905,20210831,19602,SO45489,3578.27
313,20210824,20210905,20210831,22976,SO45490,3578.27
311,20210825,20210906,20210901,27672,SO45491,3578.27
330,20210825,20210906,20210901,19429,SO45492,699.0982
320,20210825,20210906,20210901,14731,SO45493,699.0982
310,20210825,20210906,20210901,19609,SO45494,3578.27
342,20210825,20210906,20210901,25821,SO45495,699.0982
314,20210826,20210907,20210902,29340,SO45496,3578.27
311,20210826,20210907,20210902,28354,SO45497,3578.27
312,20210826,20210907,20210902,28574,SO45498,3578.27
314,20210826,20210907,20210902,28626,SO45499,3578.27
312,20210826,20210907,20210902,11189,SO45500,3578.27
350,20210826,20210907,20210902,25993,SO45501,3374.99
314,20210826,20210907,20210902,28173,SO45502,3578.27
314,20210826,20210907,20210902,22995,SO45503,3578.27
340,20210826,20210907,20210902,14730,SO45504,699.0982
313,20210826,20210907,20210902,19593,SO45505,3578.27
311,20210826,20210907,20210902,19615,SO45506,3578.27
314,20210826,20210907,20210902,19616,SO45507,3578.27
310,20210827,20210908,20210903,12510,SO45508,3578.27
310,20210827,20210908,20210903,14148,SO45509,3578.27
310,20210827,20210908,20210903,22998,SO45510,3578.27
311,20210828,20210909,20210904,12523,SO45511,3578.27
312,20210828,20210909,20210904,11175,SO45512,3578.27
348,20210828,20210909,20210904,25996,SO45513,3374.99
314,20210828,20210909,20210904,28051,SO45514,3578.27
310,20210828,20210909,20210904,19557,SO45515,3578.27
310,20210829,20210910,20210905,14428,SO45580,3578.27
313,20210829,20210910,20210905,11263,SO45581,3578.27
312,20210829,20210910,20210905,28656,SO45582,3578.27
311,20210829,20210910,20210905,11274,SO45583,3578.27
336,20210829,20210910,20210905,25828,SO45584,699.0982
351,20210829,20210910,20210905,11905,SO45585,3374.99
311,20210830,20210911,20210906,12613,SO45586,3578.27
310,20210830,20210911,20210906,11531,SO45587,3578.27
313,20210830,20210911,20210906,11275,SO45588,3578.27
314,20210830,20210911,20210906,19784,SO45589,3578.27
311,20210830,20210911,20210906,19763,SO45590,3578.27
326,20210830,20210911,20210906,25831,SO45591,699.0982
345,20210830,20210911,20210906,11897,SO45592,3399.99
310,20210831,20210912,20210907,15118,SO45593,3578.27
312,20210831,20210912,20210907,11282,SO45594,3578.27
314,20210831,20210912,20210907,11515,SO45595,3578.27
332,20210831,20210912,20210907,20564,SO45596,699.0982
328,20210831,20210912,20210907,14740,SO45597,699.0982
340,20210831,20210912,20210907,14744,SO45598,699.0982
312,20210831,20210912,20210907,19794,SO45599,3578.27
313,20210831,20210912,20210907,19628,SO45600,3578.27
348,20210831,20210912,20210907,11893,SO45601,3374.99
312,20210901,20210913,20210908,12607,SO45602,3578.27
312,20210901,20210913,20210908,11296,SO45603,3578.27
314,20210901,20210913,20210908,11317,SO45604,3578.27
311,20210901,20210913,20210908,11626,SO45605,3578.27
312,20210901,20210913,20210908,19967,SO45606,3578.27
330,20210901,20210913,20210908,25830,SO45607,699.0982
349,20210901,20210913,20210908,11896,SO45608,3374.99
311,20210901,20210913,20210908,14774,SO45609,3578.27
310,20210902,20210914,20210909,11303,SO45610,3578.27
310,20210902,20210914,20210909,11535,SO45611,3578.27
312,20210902,20210914,20210909,14795,SO45612,3578.27
314,20210903,20210915,20210910,11522,SO45613,3578.27
312,20210903,20210915,20210910,23385,SO45614,3578.27
342,20210903,20210915,20210910,18137,SO45615,699.0982
314,20210903,20210915,20210910,14800,SO45616,3578.27
311,20210903,20210915,20210910,15354,SO45617,3578.27
311,20210903,20210915,20210910,12618,SO45618,3578.27
311,20210903,20210915,20210910,19787,SO45619,3578.27
314,20210903,20210915,20210910,19951,SO45620,3578.27
346,20210903,20210915,20210910,11768,SO45621,3399.99
344,20210904,20210916,20210911,28470,SO45622,3399.99
311,20210904,20210916,20210911,14769,SO45623,3578.27
313,20210904,20210916,20210911,11291,SO45624,3578.27
314,20210904,20210916,20210911,11307,SO45625,3578.27
310,20210904,20210916,20210911,11259,SO45626,3578.27
324,20210904,20210916,20210911,18039,SO45627,699.0982
314,20210904,20210916,20210911,19795,SO45628,3578.27
347,20210904,20210916,20210911,11892,SO45629,3399.99
351,20210904,20210916,20210911,11899,SO45630,3374.99
350,20210905,20210917,20210912,11237,SO45631,3374.99
314,20210905,20210917,20210912,14775,SO45632,3578.27
351,20210905,20210917,20210912,26011,SO45633,3374.99
314,20210905,20210917,20210912,19766,SO45634,3578.27
313,20210906,20210918,20210913,23351,SO45635,3578.27
311,20210906,20210918,20210913,11302,SO45636,3578.27
314,20210906,20210918,20210913,11525,SO45637,3578.27
324,20210906,20210918,20210913,14746,SO45638,699.0982
311,20210906,20210918,20210913,19782,SO45639,3578.27
311,20210906,20210918,20210913,19964,SO45640,3578.27
311,20210907,20210919,20210914,23306,SO45641,3578.27
313,20210907,20210919,20210914,11623,SO45642,3578.27
310,20210908,20210920,20210915,14541,SO45643,3578.27
350,20210908,20210920,20210915,28458,SO45644,3374.99
351,20210908,20210920,20210915,11482,SO45645,3374.99
312,20210908,20210920,20210915,11289,SO45646,3578.27
347,20210908,20210920,20210915,25997,SO45647,3399.99
312,20210908,20210920,20210915,19791,SO45648,3578.27
310,20210909,20210921,20210916,11319,SO45649,3578.27
312,20210909,20210921,20210916,28652,SO45650,3578.27
311,20210909,20210921,20210916,19771,SO45651,3578.27
334,20210909,20210921,20210916,25826,SO45652,699.0982
347,20210909,20210921,20210916,11764,SO45653,3399.99
348,20210910,20210922,20210917,28478,SO45654,3374.99
312,20210910,20210922,20210917,11323,SO45655,3578.27
313,20210910,20210922,20210917,11617,SO45656,3578.27
311,20210910,20210922,20210917,11266,SO45657,3578.27
312,20210910,20210922,20210917,11270,SO45658,3578.27
349,20210910,20210922,20210917,26003,SO45659,3374.99
312,20210910,20210922,20210917,19797,SO45660,3578.27
342,20210910,20210922,20210917,25827,SO45661,699.0982
350,20210910,20210922,20210917,11906,SO45662,3374.99
347,20210910,20210922,20210917,11901,SO45663,3399.99
312,20210911,20210923,20210918,14713,SO45664,3578.27
346,20210911,20210923,20210918,26004,SO45665,3399.99
326,20210911,20210923,20210918,14738,SO45666,699.0982
314,20210911,20210923,20210918,19957,SO45667,3578.27
312,20210912,20210924,20210919,11298,SO45668,3578.27
314,20210912,20210924,20210919,11528,SO45669,3578.27
310,20210912,20210924,20210919,11541,SO45670,3578.27
312,20210912,20210924,20210919,11628,SO45671,3578.27
340,20210912,20210924,20210919,19438,SO45672,699.0982
312,20210912,20210924,20210919,19790,SO45673,3578.27
314,20210912,20210924,20210919,19948,SO45674,3578.27
340,20210912,20210924,20210919,25829,SO45675,699.0982
349,20210912,20210924,20210919,11765,SO45676,3374.99
348,20210912,20210924,20210919,11895,SO45677,3374.99
313,20210913,20210925,20210920,11281,SO45678,3578.27
314,20210913,20210925,20210920,11540,SO45679,3578.27
310,20210913,20210925,20210920,23283,SO45680,3578.27
314,20210913,20210925,20210920,19789,SO45681,3578.27
312,20210913,20210925,20210920,19950,SO45682,3578.27
311,20210914,20210926,20210921,14709,SO45683,3578.27
345,20210914,20210926,20210921,11485,SO45684,3399.99
322,20210914,20210926,20210921,18132,SO45685,699.0982
346,20210914,20210926,20210921,25998,SO45686,3399.99
344,20210914,20210926,20210921,26005,SO45687,3399.99
320,20210914,20210926,20210921,14741,SO45688,699.0982
312,20210914,20210926,20210921,19773,SO45689,3578.27
310,20210914,20210926,20210921,19958,SO45690,3578.27
344,20210914,20210926,20210921,11898,SO45691,3399.99
313,20210915,20210927,20210922,14425,SO45692,3578.27
313,20210915,20210927,20210922,15083,SO45693,3578.27
312,20210915,20210927,20210922,15097,SO45694,3578.27
311,20210915,20210927,20210922,11292,SO45695,3578.27
314,20210915,20210927,20210922,11326,SO45696,3578.27
314,20210915,20210927,20210922,11516,SO45697,3578.27
326,20210915,20210927,20210922,14747,SO45698,699.0982
336,20210915,20210927,20210922,14750,SO45699,699.0982
310,20210916,20210928,20210923,11278,SO45700,3578.27
311,20210916,20210928,20210923,11538,SO45701,3578.27
320,20210916,20210928,20210923,18131,SO45702,699.0982
310,20210916,20210928,20210923,19947,SO45703,3578.27
312,20210917,20210929,20210924,14772,SO45704,3578.27
311,20210917,20210929,20210924,23378,SO45705,3578.27
313,20210917,20210929,20210924,11267,SO45706,3578.27
345,20210917,20210929,20210924,11904,SO45707,3399.99
313,20210917,20210929,20210924,19765,SO45708,3578.27
313,20210917,20210929,20210924,19793,SO45709,3578.27
310,20210917,20210929,20210924,19963,SO45710,3578.27
313,20210917,20210929,20210924,19621,SO45711,3578.27
346,20210917,20210929,20210924,11767,SO45712,3399.99
314,20210918,20210930,20210925,15088,SO45713,3578.27
312,20210918,20210930,20210925,11534,SO45714,3578.27
310,20210918,20210930,20210925,19770,SO45715,3578.27
310,20210918,20210930,20210925,19783,SO45716,3578.27
310,20210919,20211001,20210926,11325,SO45717,3578.27
311,20210919,20211001,20210926,11272,SO45718,3578.27
350,20210919,20211001,20210926,20000,SO45719,3374.99
313,20210919,20211001,20210926,19653,SO45720,3578.27
345,20210919,20211001,20210926,11766,SO45721,3399.99
351,20210919,20211001,20210926,11908,SO45722,3374.99
311,20210920,20211002,20210927,11290,SO45723,3578.27
312,20210920,20211002,20210927,12620,SO45724,3578.27
312,20210920,20211002,20210927,14789,SO45725,3578.27
313,20210920,20211002,20210927,12614,SO45726,3578.27
350,20210920,20211002,20210927,11909,SO45727,3374.99
313,20210921,20211003,20210928,14426,SO45728,3578.27
313,20210921,20211003,20210928,15087,SO45729,3578.27
350,20210921,20211003,20210928,28471,SO45730,3374.99
310,20210921,20211003,20210928,11286,SO45731,3578.27
311,20210921,20211003,20210928,11537,SO45732,3578.27
311,20210921,20211003,20210928,11624,SO45733,3578.27
314,20210921,20211003,20210928,11630,SO45734,3578.27
314,20210921,20211003,20210928,19792,SO45735,3578.27
310,20210921,20211003,20210928,19960,SO45736,3578.27
311,20210921,20211003,20210928,19965,SO45737,3578.27
346,20210921,20211003,20210928,11900,SO45738,3399.99
348,20210921,20211003,20210928,11903,SO45739,3374.99
314,20210922,20211004,20210929,19786,SO45740,3578.27
314,20210922,20211004,20210929,19788,SO45741,3578.27
312,20210922,20211004,20210929,19620,SO45742,3578.27
313,20210922,20211004,20210929,19631,SO45743,3578.27
351,20210922,20211004,20210929,11894,SO45744,3374.99
312,20210923,20211005,20210930,15089,SO45745,3578.27
312,20210923,20211005,20210930,23376,SO45746,3578.27
314,20210923,20211005,20210930,11539,SO45747,3578.27
332,20210923,20211005,20210930,18046,SO45748,699.0982
311,20210923,20211005,20210930,14797,SO45749,3578.27
345,20210923,20211005,20210930,26001,SO45750,3399.99
340,20210923,20211005,20210930,14739,SO45751,699.0982
314,20210923,20211005,20210930,19772,SO45752,3578.27
311,20210923,20211005,20210930,19966,SO45753,3578.27
311,20210924,20211006,20211001,11529,SO45754,3578.27
314,20210924,20211006,20211001,11536,SO45755,3578.27
313,20210924,20211006,20211001,11625,SO45756,3578.27
312,20210925,20211007,20211002,12561,SO45757,3578.27
312,20210925,20211007,20211002,15106,SO45758,3578.27
313,20210925,20211007,20211002,11295,SO45759,3578.27
311,20210925,20211007,20211002,11329,SO45760,3578.27
314,20210925,20211007,20211002,11629,SO45761,3578.27
312,20210925,20211007,20211002,12621,SO45762,3578.27
314,20210925,20211007,20211002,19959,SO45763,3578.27
310,20210925,20211007,20211002,19652,SO45764,3578.27
350,20210926,20211008,20211003,11245,SO45765,3374.99
312,20210926,20211008,20211003,11297,SO45766,3578.27
310,20210926,20211008,20211003,11299,SO45767,3578.27
310,20210926,20211008,20211003,11324,SO45768,3578.27
314,20210926,20211008,20211003,11327,SO45769,3578.27
311,20210926,20211008,20211003,19956,SO45770,3578.27
314,20210927,20211009,20211004,11271,SO45771,3578.27
313,20210927,20211009,20211004,19785,SO45772,3578.27
311,20210927,20211009,20211004,19949,SO45773,3578.27
312,20210927,20211009,20211004,11261,SO45774,3578.27
314,20210928,20211010,20211005,14207,SO45775,3578.27
313,20210928,20211010,20211005,23281,SO45776,3578.27
346,20210928,20211010,20211005,11907,SO45777,3399.99
351,20210928,20211010,20211005,26002,SO45778,3374.99
313,20210929,20211011,20211006,11830,SO45816,3578.27
311,20210929,20211011,20211006,14801,SO45817,3578.27
328,20210929,20211011,20211006,14868,SO45818,699.0982
312,20210929,20211011,20211006,20160,SO45819,3578.27
340,20210929,20211011,20211006,25832,SO45820,699.0982
346,20210930,20211012,20211007,26041,SO45821,3399.99
312,20210930,20211012,20211007,20246,SO45822,3578.27
311,20210930,20211012,20211007,20253,SO45823,3578.27
312,20211001,20211013,20211008,11696,SO45824,3578.27
314,20211001,20211013,20211008,23725,SO45825,3578.27
310,20211001,20211013,20211008,23858,SO45826,3578.27
312,20211001,20211013,20211008,15440,SO45827,3578.27
330,20211001,20211013,20211008,14753,SO45828,699.0982
310,20211001,20211013,20211008,20245,SO45829,3578.27
314,20211001,20211013,20211008,20151,SO45830,3578.27
313,20211001,20211013,20211008,20158,SO45831,3578.27
351,20211001,20211013,20211008,11916,SO45832,3374.99
313,20211002,20211014,20211009,11815,SO45833,3578.27
312,20211002,20211014,20211009,11816,SO45834,3578.27
313,20211002,20211014,20211009,11688,SO45835,3578.27
311,20211002,20211014,20211009,14823,SO45836,3578.27
348,20211002,20211014,20211009,26050,SO45837,3374.99
311,20211002,20211014,20211009,20213,SO45838,3578.27
349,20211002,20211014,20211009,11915,SO45839,3374.99
349,20211003,20211015,20211010,11246,SO45840,3374.99
311,20211003,20211015,20211010,12804,SO45841,3578.27
314,20211003,20211015,20211010,11742,SO45842,3578.27
312,20211003,20211015,20211010,11775,SO45843,3578.27
312,20211003,20211015,20211010,11812,SO45844,3578.27
311,20211004,20211016,20211011,23566,SO45845,3578.27
314,20211004,20211016,20211011,23592,SO45846,3578.27
345,20211004,20211016,20211011,26015,SO45847,3399.99
340,20211004,20211016,20211011,14852,SO45848,699.0982
312,20211004,20211016,20211011,20154,SO45849,3578.27
310,20211005,20211017,20211012,11776,SO45850,3578.27
312,20211005,20211017,20211012,11683,SO45851,3578.27
340,20211005,20211017,20211012,18143,SO45852,699.0982
313,20211005,20211017,20211012,15453,SO45853,3578.27
312,20211005,20211017,20211012,15620,SO45854,3578.27
338,20211005,20211017,20211012,14754,SO45855,699.0982
311,20211005,20211017,20211012,20247,SO45856,3578.27
351,20211005,20211017,20211012,11919,SO45857,3374.99
350,20211005,20211017,20211012,11952,SO45858,3374.99
314,20211006,20211018,20211013,12754,SO45859,3578.27
312,20211006,20211018,20211013,23829,SO45860,3578.27
311,20211006,20211018,20211013,12650,SO45861,3578.27
312,20211007,20211019,20211014,14827,SO45862,3578.27
314,20211007,20211019,20211014,11873,SO45863,3578.27
311,20211007,20211019,20211014,19968,SO45864,3578.27
312,20211007,20211019,20211014,20157,SO45865,3578.27
310,20211007,20211019,20211014,15621,SO45866,3578.27
312,20211008,20211020,20211015,11772,SO45867,3578.27
310,20211008,20211020,20211015,14819,SO45868,3578.27
310,20211008,20211020,20211015,14822,SO45869,3578.27
349,20211008,20211020,20211015,26012,SO45870,3374.99
326,20211008,20211020,20211015,25919,SO45871,699.0982
347,20211009,20211021,20211016,11249,SO45872,3399.99
314,20211009,20211021,20211016,11925,SO45873,3578.27
351,20211009,20211021,20211016,20007,SO45874,3374.99
310,20211009,20211021,20211016,20242,SO45875,3578.27
314,20211009,20211021,20211016,19975,SO45876,3578.27
351,20211009,20211021,20211016,11910,SO45877,3374.99
310,20211010,20211022,20211017,12750,SO45878,3578.27
338,20211010,20211022,20211017,19443,SO45879,699.0982
313,20211010,20211022,20211017,11707,SO45880,3578.27
310,20211010,20211022,20211017,23397,SO45881,3578.27
312,20211010,20211022,20211017,11745,SO45882,3578.27
313,20211010,20211022,20211017,11799,SO45883,3578.27
313,20211010,20211022,20211017,11678,SO45884,3578.27
313,20211010,20211022,20211017,12655,SO45885,3578.27
348,20211010,20211022,20211017,26042,SO45886,3374.99
330,20211010,20211022,20211017,14880,SO45887,699.0982
310,20211010,20211022,20211017,20217,SO45888,3578.27
350,20211010,20211022,20211017,11920,SO45889,3374.99
349,20211011,20211023,20211018,11338,SO45890,3374.99
346,20211011,20211023,20211018,11380,SO45891,3399.99
312,20211011,20211023,20211018,20226,SO45892,3578.27
313,20211011,20211023,20211018,23842,SO45893,3578.27
332,20211012,20211024,20211019,19450,SO45894,699.0982
311,20211012,20211024,20211019,11727,SO45895,3578.27
311,20211012,20211024,20211019,12632,SO45896,3578.27
313,20211013,20211025,20211020,11933,SO45897,3578.27
310,20211013,20211025,20211020,23830,SO45898,3578.27
310,20211013,20211025,20211020,11817,SO45899,3578.27
312,20211013,20211025,20211020,11837,SO45900,3578.27
312,20211013,20211025,20211020,11665,SO45901,3578.27
314,20211013,20211025,20211020,15614,SO45902,3578.27
310,20211013,20211025,20211020,15619,SO45903,3578.27
311,20211013,20211025,20211020,20241,SO45904,3578.27
311,20211013,20211025,20211020,20152,SO45905,3578.27
312,20211013,20211025,20211020,20159,SO45906,3578.27
310,20211013,20211025,20211020,20214,SO45907,3578.27
347,20211013,20211025,20211020,11918,SO45908,3399.99
349,20211013,20211025,20211020,11947,SO45909,3374.99
311,20211014,20211026,20211021,11777,SO45910,3578.27
314,20211014,20211026,20211021,11797,SO45911,3578.27
312,20211014,20211026,20211021,23819,SO45912,3578.27
344,20211014,20211026,20211021,26014,SO45913,3399.99
349,20211014,20211026,20211021,11929,SO45914,3374.99
347,20211014,20211026,20211021,11930,SO45915,3399.99
346,20211014,20211026,20211021,11964,SO45916,3399.99
346,20211015,20211027,20211022,11332,SO45917,3399.99
313,20211015,20211027,20211022,11741,SO45918,3578.27
312,20211015,20211027,20211022,11780,SO45919,3578.27
311,20211015,20211027,20211022,23730,SO45920,3578.27
312,20211015,20211027,20211022,11798,SO45921,3578.27
314,20211015,20211027,20211022,23731,SO45922,3578.27
313,20211015,20211027,20211022,11811,SO45923,3578.27
310,20211015,20211027,20211022,14803,SO45924,3578.27
347,20211015,20211027,20211022,11942,SO45925,3399.99
311,20211016,20211028,20211023,23486,SO45926,3578.27
312,20211016,20211028,20211023,11796,SO45927,3578.27
313,20211016,20211028,20211023,11813,SO45928,3578.27
310,20211016,20211028,20211023,11825,SO45929,3578.27
328,20211016,20211028,20211023,18148,SO45930,699.0982
310,20211016,20211028,20211023,20249,SO45931,3578.27
310,20211016,20211028,20211023,20211,SO45932,3578.27
313,20211017,20211029,20211024,11779,SO45933,3578.27
313,20211017,20211029,20211024,11666,SO45934,3578.27
326,20211017,20211029,20211024,19439,SO45935,699.0982
349,20211017,20211029,20211024,26016,SO45936,3374.99
312,20211018,20211030,20211025,14824,SO45937,3578.27
311,20211018,20211030,20211025,11654,SO45938,3578.27
334,20211018,20211030,20211025,14757,SO45939,699.0982
313,20211018,20211030,20211025,20244,SO45940,3578.27
310,20211018,20211030,20211025,19978,SO45941,3578.27
312,20211018,20211030,20211025,20219,SO45942,3578.27
310,20211018,20211030,20211025,20221,SO45943,3578.27
312,20211018,20211030,20211025,20225,SO45944,3578.27
324,20211018,20211030,20211025,25920,SO45945,699.0982
350,20211018,20211030,20211025,11914,SO45946,3374.99
351,20211018,20211030,20211025,11943,SO45947,3374.99
342,20211019,20211031,20211026,14879,SO45948,699.0982
310,20211019,20211031,20211026,19970,SO45949,3578.27
312,20211019,20211031,20211026,19974,SO45950,3578.27
348,20211019,20211031,20211026,11944,SO45951,3374.99
347,20211019,20211031,20211026,11969,SO45952,3399.99
314,20211020,20211101,20211027,23859,SO45953,3578.27
314,20211020,20211101,20211027,11810,SO45954,3578.27
344,20211020,20211101,20211027,26055,SO45955,3399.99
312,20211020,20211101,20211027,19979,SO45956,3578.27
312,20211021,20211102,20211028,11809,SO45957,3578.27
311,20211021,20211102,20211028,11818,SO45958,3578.27
311,20211021,20211102,20211028,11872,SO45959,3578.27
314,20211021,20211102,20211028,11671,SO45960,3578.27
312,20211021,20211102,20211028,12717,SO45961,3578.27
310,20211021,20211102,20211028,20227,SO45962,3578.27
310,20211021,20211102,20211028,20238,SO45963,3578.27
310,20211021,20211102,20211028,20215,SO45964,3578.27
320,20211021,20211102,20211028,25921,SO45965,699.0982
345,20211021,20211102,20211028,11946,SO45966,3399.99
326,20211022,20211103,20211029,19454,SO45967,699.0982
311,20211022,20211103,20211029,11834,SO45968,3578.27
310,20211022,20211103,20211029,20156,SO45969,3578.27
348,20211022,20211103,20211029,11963,SO45970,3374.99
345,20211023,20211104,20211030,11335,SO45971,3399.99
324,20211023,20211104,20211030,19472,SO45972,699.0982
313,20211023,20211104,20211030,11773,SO45973,3578.27
347,20211023,20211104,20211030,26018,SO45974,3399.99
324,20211023,20211104,20211030,14755,SO45975,699.0982
314,20211023,20211104,20211030,20239,SO45976,3578.27
313,20211023,20211104,20211030,20216,SO45977,3578.27
350,20211023,20211104,20211030,11967,SO45978,3374.99
311,20211024,20211105,20211031,15630,SO45979,3578.27
312,20211024,20211105,20211031,15631,SO45980,3578.27
310,20211024,20211105,20211031,12805,SO45981,3578.27
310,20211024,20211105,20211031,19977,SO45982,3578.27
314,20211025,20211106,20211101,14830,SO45983,3578.27
313,20211025,20211106,20211101,11690,SO45984,3578.27
314,20211025,20211106,20211101,11708,SO45985,3578.27
314,20211025,20211106,20211101,11743,SO45986,3578.27
310,20211025,20211106,20211101,11854,SO45987,3578.27
314,20211025,20211106,20211101,11675,SO45988,3578.27
311,20211025,20211106,20211101,12631,SO45989,3578.27
314,20211025,20211106,20211101,12711,SO45990,3578.27
351,20211025,20211106,20211101,11976,SO45991,3374.99
334,20211026,20211107,20211102,19451,SO45992,699.0982
313,20211026,20211107,20211102,11924,SO45993,3578.27
311,20211026,20211107,20211102,11774,SO45994,3578.27
310,20211026,20211107,20211102,23846,SO45995,3578.27
312,20211026,20211107,20211102,11839,SO45996,3578.27
324,20211026,20211107,20211102,14756,SO45997,699.0982
342,20211026,20211107,20211102,25918,SO45998,699.0982
311,20211027,20211108,20211103,23583,SO45999,3578.27
310,20211027,20211108,20211103,11778,SO46000,3578.27
310,20211027,20211108,20211103,23806,SO46001,3578.27
310,20211027,20211108,20211103,11826,SO46002,3578.27
312,20211027,20211108,20211103,11831,SO46003,3578.27
311,20211027,20211108,20211103,11664,SO46004,3578.27
312,20211027,20211108,20211103,12749,SO46005,3578.27
313,20211027,20211108,20211103,20236,SO46006,3578.27
312,20211027,20211108,20211103,20220,SO46007,3578.27
348,20211027,20211108,20211103,11912,SO46008,3374.99
344,20211027,20211108,20211103,11917,SO46009,3399.99
348,20211028,20211109,20211104,11488,SO46010,3374.99
351,20211028,20211109,20211104,11489,SO46011,3374.99
330,20211028,20211109,20211104,19453,SO46012,699.0982
311,20211028,20211109,20211104,11705,SO46013,3578.27
313,20211028,20211109,20211104,23396,SO46014,3578.27
313,20211028,20211109,20211104,23511,SO46015,3578.27
312,20211028,20211109,20211104,11885,SO46016,3578.27
314,20211028,20211109,20211104,11886,SO46017,3578.27
312,20211028,20211109,20211104,11663,SO46018,3578.27
340,20211028,20211109,20211104,14752,SO46019,699.0982
