ProductKey,ProductItemCode,ProductName,SubCategory,Category,Color,Size,ProductLine,ModelName,ProductDes,StartDate,Status
321,BK-R50R-58,"Road-650 Red, 58",Road Bikes,Bikes,Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
322,BK-R50R-60,"Road-650 Red, 60",Road Bikes,Bikes,Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
323,BK-R50R-60,"Road-650 Red, 60",Road Bikes,Bikes,Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
324,BK-R50R-62,"Road-650 Red, 62",Road Bikes,Bikes,Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
325,BK-R50R-62,"Road-650 Red, 62",Road Bikes,Bikes,Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
326,BK-R50R-44,"Road-650 Red, 44",Road Bikes,Bikes,Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
327,BK-R50R-44,"Road-650 Red, 44",Road Bikes,Bikes,Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
328,BK-R50R-48,"Road-650 Red, 48",Road Bikes,Bikes,Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
329,BK-R50R-48,"Road-650 Red, 48",Road Bikes,Bikes,Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
330,BK-R50R-52,"Road-650 Red, 52",Road Bikes,Bikes,Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
331,BK-R50R-52,"Road-650 Red, 52",Road Bikes,Bikes,Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
332,BK-R50B-58,"Road-650 Black, 58",Road Bikes,Bikes,Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
333,BK-R50B-58,"Road-650 Black, 58",Road Bikes,Bikes,Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
334,BK-R50B-60,"Road-650 Black, 60",Road Bikes,Bikes,Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
335,BK-R50B-60,"Road-650 Black, 60",Road Bikes,Bikes,Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
336,BK-R50B-62,"Road-650 Black, 62",Road Bikes,Bikes,Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
337,BK-R50B-62,"Road-650 Black, 62",Road Bikes,Bikes,Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
338,BK-R50B-44,"Road-650 Black, 44",Road Bikes,Bikes,Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
339,BK-R50B-44,"Road-650 Black, 44",Road Bikes,Bikes,Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
340,BK-R50B-48,"Road-650 Black, 48",Road Bikes,Bikes,Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
341,BK-R50B-48,"Road-650 Black, 48",Road Bikes,Bikes,Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
342,BK-R50B-52,"Road-650 Black, 52",Road Bikes,Bikes,Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2021-07-01 00:00:00.000,Outdate
343,BK-R50B-52,"Road-650 Black, 52",Road Bikes,Bikes,Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2022-07-01 00:00:00.000,Outdate
344,BK-M82S-38,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,Silver,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
345,BK-M82S-42,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,Silver,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
346,BK-M82S-44,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,Silver,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
347,BK-M82S-48,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,Silver,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
348,BK-M82B-38,"Mountain-100 Black, 38",Mountain Bikes,Bikes,Black,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
349,BK-M82B-42,"Mountain-100 Black, 42",Mountain Bikes,Bikes,Black,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
350,BK-M82B-44,"Mountain-100 Black, 44",Mountain Bikes,Bikes,Black,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
351,BK-M82B-48,"Mountain-100 Black, 48",Mountain Bikes,Bikes,Black,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2021-07-01 00:00:00.000,Outdate
352,BK-M68S-38,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2022-07-01 00:00:00.000,Outdate
353,BK-M68S-38,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2023-07-01 00:00:00.000,Current
354,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2022-07-01 00:00:00.000,Outdate
355,BK-M68S-42,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2023-07-01 00:00:00.000,Current
356,BK-M68S-46,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2022-07-01 00:00:00.000,Outdate
357,BK-M68S-46,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2023-07-01 00:00:00.000,Current
358,BK-M68B-38,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2022-07-01 00:00:00.000,Outdate
359,BK-M68B-38,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2023-07-01 00:00:00.000,Current
360,BK-M68B-42,"Mountain-200 Black, 42",Mountain Bikes,Bikes,Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2022-07-01 00:00:00.000,Outdate
361,BK-M68B-42,"Mountain-200 Black, 42",Mountain Bikes,Bikes,Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2023-07-01 00:00:00.000,Current
362,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2022-07-01 00:00:00.000,Outdate
363,BK-M68B-46,"Mountain-200 Black, 46",Mountain Bikes,Bikes,Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2023-07-01 00:00:00.000,Current
364,BK-M47B-38,"Mountain-300 Black, 38",Mountain Bikes,Bikes,Black,38,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2022-07-01 00:00:00.000,Outdate
365,BK-M47B-40,"Mountain-300 Black, 40",Mountain Bikes,Bikes,Black,40,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2022-07-01 00:00:00.000,Outdate
366,BK-M47B-44,"Mountain-300 Black, 44",Mountain Bikes,Bikes,Black,44,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2022-07-01 00:00:00.000,Outdate
367,BK-M47B-48,"Mountain-300 Black, 48",Mountain Bikes,Bikes,Black,48,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2022-07-01 00:00:00.000,Outdate
368,BK-R89R-44,"Road-250 Red, 44",Road Bikes,Bikes,Red,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
369,BK-R89R-48,"Road-250 Red, 48",Road Bikes,Bikes,Red,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
370,BK-R89R-52,"Road-250 Red, 52",Road Bikes,Bikes,Red,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
371,BK-R89R-58,"Road-250 Red, 58",Road Bikes,Bikes,Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
372,BK-R89R-58,"Road-250 Red, 58",Road Bikes,Bikes,Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2023-07-01 00:00:00.000,Current
373,BK-R89B-44,"Road-250 Black, 44",Road Bikes,Bikes,Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
374,BK-R89B-44,"Road-250 Black, 44",Road Bikes,Bikes,Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2023-07-01 00:00:00.000,Current
375,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
376,BK-R89B-48,"Road-250 Black, 48",Road Bikes,Bikes,Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2023-07-01 00:00:00.000,Current
377,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes,Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
378,BK-R89B-52,"Road-250 Black, 52",Road Bikes,Bikes,Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2023-07-01 00:00:00.000,Current
379,BK-R89B-58,"Road-250 Black, 58",Road Bikes,Bikes,Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2022-07-01 00:00:00.000,Outdate
380,BK-R89B-58,"Road-250 Black, 58",Road Bikes,Bikes,Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2023-07-01 00:00:00.000,Current
381,BK-R64Y-38,"Road-550-W Yellow, 38",Road Bikes,Bikes,Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2022-07-01 00:00:00.000,Outdate
382,BK-R64Y-38,"Road-550-W Yellow, 38",Road Bikes,Bikes,Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2023-07-01 00:00:00.000,Current
383,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2022-07-01 00:00:00.000,Outdate
384,BK-R64Y-40,"Road-550-W Yellow, 40",Road Bikes,Bikes,Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2023-07-01 00:00:00.000,Current
385,BK-R64Y-42,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2022-07-01 00:00:00.000,Outdate
386,BK-R64Y-42,"Road-550-W Yellow, 42",Road Bikes,Bikes,Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2023-07-01 00:00:00.000,Current
387,BK-R64Y-44,"Road-550-W Yellow, 44",Road Bikes,Bikes,Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2022-07-01 00:00:00.000,Outdate
388,BK-R64Y-44,"Road-550-W Yellow, 44",Road Bikes,Bikes,Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2023-07-01 00:00:00.000,Current
389,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2022-07-01 00:00:00.000,Outdate
390,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2023-07-01 00:00:00.000,Current
391,FK-1639,LL Fork,Forks,Components,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,2022-07-01 00:00:00.000,Outdate
392,FK-5136,ML Fork,Forks,Components,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,2022-07-01 00:00:00.000,Outdate
393,FK-9939,HL Fork,Forks,Components,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,2022-07-01 00:00:00.000,Outdate
394,HS-0296,LL Headset,Headsets,Components,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,2022-07-01 00:00:00.000,Outdate
395,HS-2451,ML Headset,Headsets,Components,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,2022-07-01 00:00:00.000,Outdate
396,HS-3479,HL Headset,Headsets,Components,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",2022-07-01 00:00:00.000,Outdate
397,HB-M243,LL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2022-07-01 00:00:00.000,Outdate
398,HB-M243,LL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2023-07-01 00:00:00.000,Current
399,HB-M763,ML Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2022-07-01 00:00:00.000,Outdate
400,HB-M763,ML Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2023-07-01 00:00:00.000,Current
401,HB-M918,HL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2022-07-01 00:00:00.000,Outdate
402,HB-M918,HL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2023-07-01 00:00:00.000,Current
403,HB-R504,LL Road Handlebars,Handlebars,Components,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2022-07-01 00:00:00.000,Outdate
404,HB-R504,LL Road Handlebars,Handlebars,Components,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2023-07-01 00:00:00.000,Current
405,HB-R720,ML Road Handlebars,Handlebars,Components,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2022-07-01 00:00:00.000,Outdate
406,HB-R720,ML Road Handlebars,Handlebars,Components,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2023-07-01 00:00:00.000,Current
407,HB-R956,HL Road Handlebars,Handlebars,Components,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2022-07-01 00:00:00.000,Outdate
408,HB-R956,HL Road Handlebars,Handlebars,Components,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2023-07-01 00:00:00.000,Current
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2022-07-01 00:00:00.000,Outdate
410,FW-M423,LL Mountain Front Wheel,Wheels,Components,Black,NULL,"M ",LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,2022-07-01 00:00:00.000,Outdate
411,FW-M762,ML Mountain Front Wheel,Wheels,Components,Black,NULL,"M ",ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,2022-07-01 00:00:00.000,Outdate
412,FW-M928,HL Mountain Front Wheel,Wheels,Components,Black,NULL,"M ",HL Mountain Front Wheel,High-performance mountain replacement wheel.,2022-07-01 00:00:00.000,Outdate
413,FW-R623,LL Road Front Wheel,Wheels,Components,Black,NULL,"R ",LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,2022-07-01 00:00:00.000,Outdate
414,FW-R762,ML Road Front Wheel,Wheels,Components,Black,NULL,"R ",ML Road Front Wheel,Sturdy alloy features a quick-release hub.,2022-07-01 00:00:00.000,Outdate
415,FW-R820,HL Road Front Wheel,Wheels,Components,Black,NULL,"R ",HL Road Front Wheel,Strong wheel with double-walled rim.,2022-07-01 00:00:00.000,Outdate
416,FW-T905,Touring Front Wheel,Wheels,Components,Black,NULL,"T ",Touring Front Wheel,Aerodynamic rims for smooth riding.,2022-07-01 00:00:00.000,Outdate
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames,Components,Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames,Components,Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
419,RW-M423,LL Mountain Rear Wheel,Wheels,Components,Black,NULL,"M ",LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,2022-07-01 00:00:00.000,Outdate
420,RW-M762,ML Mountain Rear Wheel,Wheels,Components,Black,NULL,"M ",ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,2022-07-01 00:00:00.000,Outdate
421,RW-M928,HL Mountain Rear Wheel,Wheels,Components,Black,NULL,"M ",HL Mountain Rear Wheel,High-performance mountain replacement wheel.,2022-07-01 00:00:00.000,Outdate
422,RW-R623,LL Road Rear Wheel,Wheels,Components,Black,NULL,"R ",LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,2022-07-01 00:00:00.000,Outdate
423,RW-R762,ML Road Rear Wheel,Wheels,Components,Black,NULL,"R ",ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,2022-07-01 00:00:00.000,Outdate
424,RW-R820,HL Road Rear Wheel,Wheels,Components,Black,NULL,"R ",HL Road Rear Wheel,Strong rear wheel with double-walled rim.,2022-07-01 00:00:00.000,Outdate
425,RW-T905,Touring Rear Wheel,Wheels,Components,Black,NULL,"T ",Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,2022-07-01 00:00:00.000,Outdate
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Mountain Frames,Components,Black,40,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2022-07-01 00:00:00.000,Outdate
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Mountain Frames,Components,Black,44,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2022-07-01 00:00:00.000,Outdate
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Mountain Frames,Components,Black,48,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2022-07-01 00:00:00.000,Outdate
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames,Components,Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames,Components,Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames,Components,Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames,Components,Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames,Components,Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames,Components,Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames,Components,Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames,Components,Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
437,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames,Components,Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
438,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames,Components,Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
439,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames,Components,Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
440,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames,Components,Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
441,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames,Components,Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
442,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames,Components,Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
